user_id,product_id,quantity,rating
U038,76,1,3
U054,6,2,1
U072,83,3,4
U024,68,2,3
U085,44,1,5
U099,44,2,3
U035,24,2,4
U094,75,1,5
U032,73,3,2
U086,39,4,5
U063,75,1,2
U060,63,1,3
U073,15,2,3
U080,33,2,4
U084,30,1,3
U067,11,2,3
U093,49,1,5
U040,69,2,3
U008,29,1,4
U050,18,1,5
U061,51,3,4
U042,49,1,4
U084,18,1,3
U046,22,1,3
U048,39,2,3
U008,82,2,3
U094,43,1,5
U090,89,3,3
U026,14,2,5
U059,45,2,2
U065,88,1,4
U084,69,1,5
U005,31,1,5
U075,58,2,3
U075,66,2,3
U030,24,2,4
U090,3,2,4
U059,67,3,2
U003,26,1,5
U007,81,2,3
U020,57,2,4
U098,9,1,4
U010,32,1,4
U096,12,2,4
U058,94,1,3
U100,46,1,1
U001,14,1,3
U052,61,1,4
U091,92,1,4
U055,58,1,3
U022,55,2,4
U013,27,1,5
U069,44,1,2
U046,4,3,3
U088,67,1,4
U046,67,2,4
U083,14,3,5
U096,4,2,2
U031,65,1,1
U017,10,1,4
U086,81,2,1
U013,71,1,3
U068,79,3,4
U075,31,3,3
U007,75,3,4
U024,21,1,4
U032,61,1,3
U100,26,2,4
U096,70,2,5
U028,78,2,3
U048,55,2,4
U025,99,2,5
U092,15,1,3
U061,4,2,3
U007,97,1,5
U086,6,1,4
U098,79,1,5
U020,92,2,5
U049,6,3,2
U096,65,1,4
U033,41,3,4
U071,28,2,3
U023,46,1,3
U070,37,1,5
U009,50,2,2
U059,61,2,4
U063,49,1,4
U031,32,1,5
U007,94,2,3
U038,23,1,4
U080,32,2,3
U051,52,1,3
U010,70,1,5
U085,101,4,3
U046,21,1,5
U014,82,3,4
U015,71,1,1
U093,66,1,5
U020,14,1,5
U006,55,3,5
U062,90,2,4
U010,9,1,4
U076,21,1,5
U043,36,1,5
U012,38,1,4
U075,79,1,4
U097,45,3,4
U096,75,1,5
U059,51,1,4
U087,70,1,5
U074,46,2,4
U019,93,2,4
U089,81,1,3
U044,18,1,5
U083,96,2,2
U011,23,2,4
U032,3,1,4
U001,4,2,4
U006,97,3,5
U035,52,2,5
U097,54,2,5
U049,63,1,2
U086,62,2,5
U086,88,3,3
U089,30,1,2
U073,24,1,4
U073,21,1,3
U080,99,1,3
U067,36,1,5
U092,2,2,4
U022,86,1,4
U079,100,3,4
U059,70,2,3
U065,13,1,5
U095,63,1,4
U085,54,2,3
U072,1,3,5
U034,69,1,4
U094,78,4,5
U065,67,2,2
U090,28,1,4
U016,68,1,4
U033,8,1,5
U075,47,1,3
U077,66,1,5
U036,22,2,3
U071,72,2,1
U066,52,2,3
U050,53,1,4
U031,75,1,4
U032,76,1,5
U068,38,3,3
U072,80,3,2
U073,19,1,4
U065,27,2,5
U099,68,2,4
U065,54,1,2
U078,27,2,5
U071,29,1,3
U080,57,2,3
U087,25,2,4
U070,54,2,1
U098,16,1,3
U096,85,1,2
U086,96,1,2
U094,91,1,4
U040,79,2,4
U033,61,2,5
U052,32,2,3
U094,17,1,3
U028,99,1,4
U034,13,1,3
U029,38,2,4
U057,10,1,3
U066,6,1,5
U091,70,1,4
U061,48,2,4
U026,45,1,5
U055,97,1,5
U027,85,1,5
U062,83,2,4
U088,63,1,4
U038,72,1,3
U095,100,2,5
U074,71,2,3
U024,81,3,4
U005,85,1,3
U052,71,3,5
U028,100,1,5
U065,93,1,2
U038,85,1,3
U045,13,1,5
U083,61,1,5
U091,100,1,3
U077,59,1,3
U046,24,1,3
U082,63,1,4
U054,12,1,4
U010,4,4,5
U020,59,3,4
U040,86,2,2
U045,75,1,4
U020,52,1,4
U039,100,1,3
U094,84,2,5
U064,44,1,1
U053,96,1,3
U033,65,3,4
U096,76,1,5
U031,93,2,5
U050,9,2,5
U082,54,1,5
U037,70,1,5
U035,59,4,4
U005,41,1,3
U041,85,1,3
U093,84,1,3
U083,9,3,4
U020,42,2,5
U026,18,1,2
U055,71,2,3
U055,28,2,5
U048,22,3,4
U040,53,2,4
U010,29,2,5
U007,25,3,4
U054,46,2,5
U002,52,1,4
U052,20,1,4
U011,42,2,3
U079,9,1,4
U019,48,2,1
U015,78,1,3
U021,85,2,2
U090,5,1,3
U020,39,1,4
U030,67,2,4
U079,79,1,2
U060,5,1,5
U056,63,3,5
U078,84,1,4
U033,94,3,3
U059,101,2,2
U071,69,1,3
U026,56,1,3
U003,15,2,4
U001,5,1,4
U061,47,1,1
U055,80,4,4
U025,5,1,4
U019,28,1,5
U009,99,1,5
U039,101,1,3
U011,91,1,1
U040,8,2,1
U056,91,1,2
U046,95,1,4
U017,33,2,4
U094,18,1,4
U036,12,1,5
U093,14,1,4
U015,53,2,4
U091,42,1,5
U052,50,1,5
U066,80,1,3
U093,38,1,4
U077,76,3,3
U023,61,1,2
U100,61,1,4
U041,10,1,4
U013,61,2,5
U051,84,2,4
U010,84,1,4
U008,26,1,4
U082,33,1,3
U037,16,1,3
U020,63,1,2
U035,12,2,4
U078,47,1,3
U095,21,1,4
U058,13,1,4
U028,57,2,4
U073,33,1,4
U052,54,1,3
U053,90,1,5
U073,29,1,4
U082,21,1,3
U057,14,1,5
U010,97,2,2
U002,99,1,3
U039,37,2,2
U026,71,2,4
U075,94,2,4
U077,85,1,4
U099,40,1,2
U072,52,2,3
U005,6,3,5
U071,65,1,4
U047,63,2,4
U028,22,2,3
U071,12,1,5
U039,49,1,5
U012,17,2,2
U001,55,1,3
U016,13,1,2
U030,92,2,4
U020,94,1,4
U067,49,2,4
U008,61,1,5
U043,10,1,4
U001,78,2,4
U033,95,1,4
U097,87,2,4
U079,19,1,3
U060,53,3,3
U080,89,1,4
U043,19,1,2
U066,2,1,4
U083,90,3,3
U028,97,1,5
U099,28,2,4
U035,92,1,3
U050,83,1,2
U009,90,1,4
U096,24,1,5
U050,88,1,3
U035,55,2,5
U078,53,1,3
U090,29,2,5
U026,92,1,3
U056,64,3,3
U024,48,3,4
U082,13,2,4
U044,39,1,4
U038,8,1,4
U013,98,1,3
U001,93,1,4
U069,71,1,5
U023,102,1,4
U061,60,1,3
U014,24,1,2
U050,97,2,4
U063,61,1,5
U019,87,1,4
U041,5,2,5
U075,85,1,3
U079,29,1,2
U017,70,1,3
U039,78,1,5
U069,78,2,5
U089,69,2,4
U007,30,1,5
U089,25,1,4
U045,89,1,4
U058,70,1,5
U072,69,2,3
U004,81,2,3
U077,88,2,4
U017,31,2,3
U064,67,1,3
U023,40,2,4
U006,96,2,3
U086,42,1,3
U054,78,2,3
U091,20,1,5
U056,62,1,5
U058,7,1,3
U067,29,1,5
U044,20,4,4
U076,28,1,5
U058,37,1,4
